,0
notional,0.9190494325814661
side_sell,0.07583427640147329
sentiment_Fear,0.0021128193571875024
sentiment_Extreme Greed,0.00199420175282936
sentiment_Neutral,0.0005660649966337424
sentiment_Greed,0.00044320491040989444
